,Id,StrategyId,TradingObject,Freq
2965,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38102,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.008
2966,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38103,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.006
2967,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38201,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.013
2968,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38202,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.008
2969,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38203,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.006
2970,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38301,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.013
2971,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38302,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.008
2972,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38303,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.006
2973,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38401,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.474
2974,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38402,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.301
2975,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38403,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.234
2976,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38501,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.474
2977,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38502,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.301
2978,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38503,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.234
2979,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38601,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.474
2980,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38602,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.301
2981,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38603,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.234
2982,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38701,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.181
2983,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38702,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.105
2984,FUSDXBTBMX_USDTBTCBN@192.168.1.15@38703,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.068
2985,FUSDXBTBMX_USDTBTCBN@192.168.1.15@63501,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdBtc_L1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.168
2986,FUSDXBTBMX_USDTBTCBN@192.168.1.15@63502,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdBtc_L1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.104
2987,FUSDXBTBMX_USDTBTCBN@192.168.1.15@63503,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdBtc_L1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.07
2988,FUSDXBTBMX_USDTBTCBN@192.168.1.15@63504,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdBtc_L1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.048
2989,FUSDXBTBMX_USDTBTCBN@192.168.1.15@63505,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdBtc_L1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.036
2990,FUSDXBTBMX_USDTBTCBN@192.168.1.18@52901,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.013
2991,FUSDXBTBMX_USDTBTCBN@192.168.1.18@52902,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.008
2992,FUSDXBTBMX_USDTBTCBN@192.168.1.18@52903,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.006
2993,FUSDXBTBMX_USDTBTCBN@192.168.1.18@53001,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.474
2994,FUSDXBTBMX_USDTBTCBN@192.168.1.18@53002,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.301
2995,FUSDXBTBMX_USDTBTCBN@192.168.1.18@53003,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDTBTCBN,FUSDXBTBMX,USDTBTCBN",0.235
2996,FUSDXBTBMX_USDXBTBMX@192.168.1.11@47901,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdBtc3V11,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.045
2997,FUSDXBTBMX_USDXBTBMX@192.168.1.11@47902,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdBtc3V11,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.026
2998,FUSDXBTBMX_USDXBTBMX@192.168.1.11@47903,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdBtc3V11,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.015
2999,FUSDXBTBMX_USDXBTBMX@192.168.1.11@48001,Global.BMX.60B.PairX(MFA)@BMX.Id807012.FUsd3V7L1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.0
3000,FUSDXBTBMX_USDXBTBMX@192.168.1.11@48002,Global.BMX.60B.PairX(MFA)@BMX.Id807012.FUsd3V7L1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.0
3001,FUSDXBTBMX_USDXBTBMX@192.168.1.11@48003,Global.BMX.60B.PairX(MFA)@BMX.Id807012.FUsd3V7L1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.0
3002,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38104,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.074
3003,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38105,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.03
3004,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38106,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdIdxSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.015
3005,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38204,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.074
3006,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38205,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.03
3007,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38206,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30MSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.015
3008,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38304,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.074
3009,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38305,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.03
3010,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38306,Global.BMX.60B.PairX(MFA)@BMX.Id807012.UsdId30SSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.015
3011,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38404,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.542
3012,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38405,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.404
3013,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38406,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdIdxUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.328
3014,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38504,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.542
3015,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38505,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.404
3016,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38506,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30MUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.328
3017,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38604,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.542
3018,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38605,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.404
3019,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38606,Global.BMX.60B.PairX(MFA)@BMX.Id807045.UsdId30SUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.328
3020,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38704,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.251
3021,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38705,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.152
3022,FUSDXBTBMX_USDXBTBMX@192.168.1.15@38706,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdE0UL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.101
3023,FUSDXBTBMX_USDXBTBMX@192.168.1.18@52904,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.07
3024,FUSDXBTBMX_USDXBTBMX@192.168.1.18@52905,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.028
3025,FUSDXBTBMX_USDXBTBMX@192.168.1.18@52906,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxUsdSL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.015
3026,FUSDXBTBMX_USDXBTBMX@192.168.1.18@53004,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.533
3027,FUSDXBTBMX_USDXBTBMX@192.168.1.18@53005,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.398
3028,FUSDXBTBMX_USDXBTBMX@192.168.1.18@53006,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxUsdUL1,"FUSDXBTBMX_USDXBTBMX,FUSDXBTBMX,USDXBTBMX",0.322
3029,GASBTCBN@192.168.1.16@42103,Global.BN.60B.Pattern@BN.Id007929.T2N_LongOnly,GASBTCBN,0.019
3030,GNTBTCBN_ADABTCBN@192.168.1.52@52221,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"GNTBTCBN_ADABTCBN,GNTBTCBN,ADABTCBN",0.172
3031,GNTBTCBN_ETHBTCBN@192.168.1.52@52222,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"GNTBTCBN_ETHBTCBN,GNTBTCBN,ETHBTCBN",0.158
3032,GRSBTCBN_ADABTCBN@192.168.1.52@52223,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"GRSBTCBN_ADABTCBN,GRSBTCBN,ADABTCBN",0.118
3033,GRSBTCBN_ADABTCBN@192.168.1.61@22028,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"GRSBTCBN_ADABTCBN,GRSBTCBN,ADABTCBN",0.121
3034,GRSBTCBN_EOSBTCBN@192.168.1.61@22029,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"GRSBTCBN_EOSBTCBN,GRSBTCBN,EOSBTCBN",0.112
3035,GRSBTCBN_ETHBTCBN@192.168.1.52@52224,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"GRSBTCBN_ETHBTCBN,GRSBTCBN,ETHBTCBN",0.123
3036,GRSBTCBN_ETHBTCBN@192.168.1.61@22030,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"GRSBTCBN_ETHBTCBN,GRSBTCBN,ETHBTCBN",0.158
3037,GXSBTCBN@192.168.1.16@42104,Global.BN.60B.Pattern@BN.Id007929.T2N_LongOnly,GXSBTCBN,0.015
3038,GXSBTCBN_ADABTCBN@192.168.1.15@64227,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"GXSBTCBN_ADABTCBN,GXSBTCBN,ADABTCBN",0.176
3039,GXSBTCBN_ADABTCBN@192.168.1.61@21031,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"GXSBTCBN_ADABTCBN,GXSBTCBN,ADABTCBN",0.147
3040,GXSBTCBN_EOSBTCBN@192.168.1.61@21032,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"GXSBTCBN_EOSBTCBN,GXSBTCBN,EOSBTCBN",0.169
3041,GXSBTCBN_ETHBTCBN@192.168.1.15@64228,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"GXSBTCBN_ETHBTCBN,GXSBTCBN,ETHBTCBN",0.18
3042,GXSBTCBN_ETHBTCBN@192.168.1.61@21033,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"GXSBTCBN_ETHBTCBN,GXSBTCBN,ETHBTCBN",0.204
3043,HHI@192.168.1.11@28001,ApUsIndex.Pattern.T2N,HHI,0.001
3044,HHI@192.168.1.11@29001,ApUsIndex.Pattern.T2S,HHI,0.001
3045,HHI@192.168.1.51@52001,Asia.Id007909.Pattern.N,HHI,0.001
3046,HHI@192.168.1.51@53001,Asia.Id007909.Pattern.S,HHI,0.002
3047,HHI_CSI300@192.168.1.34@28301,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_V6L1,"HHI_CSI300,HHI,CSI300",0.03
3048,HHI_CSI300@192.168.1.61@23001,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_CSI300,HHI,CSI300",0.042
3049,HHI_CSI300@192.168.1.61@23002,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_CSI300,HHI,CSI300",0.02
3050,HHI_CSI300@192.168.1.61@23003,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_CSI300,HHI,CSI300",0.01
3051,HHI_SgxCN@192.168.1.14@26105,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"HHI_SgxCN,HHI,SgxCN",0.03
3052,HHI_SSE50@192.168.1.34@28302,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_V6L1,"HHI_SSE50,HHI,SSE50",0.029
3053,HHI_SSE50@192.168.1.61@23004,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_SSE50,HHI,SSE50",0.041
3054,HHI_SSE50@192.168.1.61@23005,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_SSE50,HHI,SSE50",0.02
3055,HHI_SSE50@192.168.1.61@23006,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HHI_SSE50,HHI,SSE50",0.01
3056,HHI_STW@192.168.1.14@26106,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"HHI_STW,HHI,STW",0.027
3057,HSI@192.168.1.11@28002,ApUsIndex.Pattern.T2N,HSI,0.0
3058,HSI@192.168.1.11@29002,ApUsIndex.Pattern.T2S,HSI,0.001
3059,HSI@192.168.1.51@52002,Asia.Id007909.Pattern.N,HSI,0.001
3060,HSI@192.168.1.51@53002,Asia.Id007909.Pattern.S,HSI,0.002
3061,HSI_CSI300@192.168.1.34@28303,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_V6L1,"HSI_CSI300,HSI,CSI300",0.02
3062,HSI_CSI300@192.168.1.61@23007,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_CSI300,HSI,CSI300",0.026
3063,HSI_CSI300@192.168.1.61@23008,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_CSI300,HSI,CSI300",0.013
3064,HSI_CSI300@192.168.1.61@23009,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_CSI300,HSI,CSI300",0.006
3065,HSI_HHI@192.168.1.14@26107,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"HSI_HHI,HSI,HHI",0.026
3066,HSI_SgxCN@192.168.1.14@26108,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"HSI_SgxCN,HSI,SgxCN",0.018
3067,HSI_SSE50@192.168.1.34@28304,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_V6L1,"HSI_SSE50,HSI,SSE50",0.017
3068,HSI_SSE50@192.168.1.61@23010,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_SSE50,HSI,SSE50",0.025
3069,HSI_SSE50@192.168.1.61@23011,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_SSE50,HSI,SSE50",0.012
3070,HSI_SSE50@192.168.1.61@23012,Cn.All.60B.PairX(MFA)@CnCom.Id807045.CnIdxGlb_MRS,"HSI_SSE50,HSI,SSE50",0.006
3071,HSI_STW@192.168.1.14@26109,Cn.All.60B.PairX(MFA)@CnCom.Id807045.ApIdx_V6L1,"HSI_STW,HSI,STW",0.017
3072,ICXUSDTBN_ADAUSDTBN@192.168.1.15@64004,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ICXUSDTBN_ADAUSDTBN,ICXUSDTBN,ADAUSDTBN",0.301
3073,ICXUSDTBN_BTCUSDTBN@192.168.1.15@64005,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ICXUSDTBN_BTCUSDTBN,ICXUSDTBN,BTCUSDTBN",0.209
3074,ICXUSDTBN_EOSUSDTBN@192.168.1.15@64006,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ICXUSDTBN_EOSUSDTBN,ICXUSDTBN,EOSUSDTBN",0.275
3075,ICXUSDTBN_ETHUSDTBN@192.168.1.15@64007,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ICXUSDTBN_ETHUSDTBN,ICXUSDTBN,ETHUSDTBN",0.24
3076,INSBTCBN_ADABTCBN@192.168.1.15@64229,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"INSBTCBN_ADABTCBN,INSBTCBN,ADABTCBN",0.143
3077,INSBTCBN_ADABTCBN@192.168.1.61@21034,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"INSBTCBN_ADABTCBN,INSBTCBN,ADABTCBN",0.171
3078,INSBTCBN_EOSBTCBN@192.168.1.61@21035,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"INSBTCBN_EOSBTCBN,INSBTCBN,EOSBTCBN",0.128
3079,INSBTCBN_ETHBTCBN@192.168.1.15@64230,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"INSBTCBN_ETHBTCBN,INSBTCBN,ETHBTCBN",0.129
3080,INSBTCBN_ETHBTCBN@192.168.1.61@21036,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"INSBTCBN_ETHBTCBN,INSBTCBN,ETHBTCBN",0.143
3081,IOSTBTCBN_ADABTCBN@192.168.1.15@64231,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"IOSTBTCBN_ADABTCBN,IOSTBTCBN,ADABTCBN",0.172
3082,IOSTBTCBN_ADABTCBN@192.168.1.61@21037,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"IOSTBTCBN_ADABTCBN,IOSTBTCBN,ADABTCBN",0.193
3083,IOSTBTCBN_EOSBTCBN@192.168.1.61@21038,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"IOSTBTCBN_EOSBTCBN,IOSTBTCBN,EOSBTCBN",0.181
3084,IOSTBTCBN_ETHBTCBN@192.168.1.15@64232,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"IOSTBTCBN_ETHBTCBN,IOSTBTCBN,ETHBTCBN",0.155
3085,IOSTBTCBN_ETHBTCBN@192.168.1.61@21039,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"IOSTBTCBN_ETHBTCBN,IOSTBTCBN,ETHBTCBN",0.206
3086,IOTAUSDTBN_ADAUSDTBN@192.168.1.15@64008,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"IOTAUSDTBN_ADAUSDTBN,IOTAUSDTBN,ADAUSDTBN",0.299
3087,IOTAUSDTBN_EOSUSDTBN@192.168.1.15@64009,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"IOTAUSDTBN_EOSUSDTBN,IOTAUSDTBN,EOSUSDTBN",0.34
3088,IOTXBTCBN_ADABTCBN@192.168.1.15@64233,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"IOTXBTCBN_ADABTCBN,IOTXBTCBN,ADABTCBN",0.109
3089,IOTXBTCBN_ETHBTCBN@192.168.1.15@64234,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"IOTXBTCBN_ETHBTCBN,IOTXBTCBN,ETHBTCBN",0.12
3090,KMDBTCBN_ADABTCBN@192.168.1.15@64235,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"KMDBTCBN_ADABTCBN,KMDBTCBN,ADABTCBN",0.154
3091,KMDBTCBN_ADABTCBN@192.168.1.61@21040,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"KMDBTCBN_ADABTCBN,KMDBTCBN,ADABTCBN",0.161
3092,KMDBTCBN_EOSBTCBN@192.168.1.61@21041,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"KMDBTCBN_EOSBTCBN,KMDBTCBN,EOSBTCBN",0.153
3093,KMDBTCBN_ETHBTCBN@192.168.1.15@64236,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"KMDBTCBN_ETHBTCBN,KMDBTCBN,ETHBTCBN",0.15
3094,KMDBTCBN_ETHBTCBN@192.168.1.61@21042,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"KMDBTCBN_ETHBTCBN,KMDBTCBN,ETHBTCBN",0.171
3095,KOSPI@192.168.1.11@28003,ApUsIndex.Pattern.T2N,KOSPI,0.004
3096,KOSPI@192.168.1.11@29003,ApUsIndex.Pattern.T2S,KOSPI,0.003
3097,KOSPI@192.168.1.51@53003,Asia.Id007909.Pattern.S,KOSPI,0.008
3098,LENDBTCBN_ADABTCBN@192.168.1.52@52225,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"LENDBTCBN_ADABTCBN,LENDBTCBN,ADABTCBN",0.096
